priref,lref,path,width,height,megapixels,soort,is_color,sitter_count,sitter_ids,date,objectcat,artist_name
37199,9129947,D:\thesis\images\9129947.jpg,640,560,0.358,color reproduction,True,1,143810,1739,painting,"Stolker, Jan"
37204,9129963,D:\thesis\images\9129963.jpg,640,560,0.358,color reproduction,True,1,7022,1739,painting,"Stolker, Jan"
37210,10641602,D:\thesis\images\10641602.jpg,640,777,0.497,color reproduction,True,1,120689,1739,painting,"Stolker, Jan"
37223,10633705,D:\thesis\images\10633705.jpg,500,385,0.193,BD/Digital Collection,False,1,101503,1850,painting,"Sande Bakhuyzen, Hendrikus van de"
37508,9682180,D:\thesis\images\9682180.jpg,2727,3751,10.229,black and white photograph,False,1,208065,1500,painting,"Massijs, Quinten (I)"
37538,9636562,D:\thesis\images\9636562.jpg,500,438,0.219,black and white photograph,False,1,101245,1604,painting,Anoniem
37545,9636563,D:\thesis\images\9636563.jpg,500,438,0.219,black and white photograph,False,1,120026,1600,painting,Anoniem
37551,9636564,D:\thesis\images\9636564.jpg,500,438,0.219,black and white photograph,False,1,207919,1601,painting,Anoniem
37596,9436530,D:\thesis\images\9436530.jpg,425,501,0.213,black and white photograph,False,1,203870,1675,painting,"Plas, David van der"
37602,9436523,D:\thesis\images\9436523.jpg,500,438,0.219,black and white photograph,False,1,102884,1632,painting,"Dyck, Anthony van"
37611,9436514,D:\thesis\images\9436514.jpg,500,438,0.219,black and white photograph,False,1,100208,1625,painting,"Mierevelt, Michiel van"
37613,9436511,D:\thesis\images\9436511.jpg,500,438,0.219,black and white photograph,False,1,115094,1614,painting,"Dyck, Anthony van"
37635,9704993,D:\thesis\images\9704993.jpg,500,438,0.219,black and white photograph,False,1,15409,1812,painting,"Wonder, Pieter Christoffel"
37642,9704999,D:\thesis\images\9704999.jpg,500,438,0.219,black and white photograph,False,1,119850,1861,painting,"Spoel, Jacob"
37643,9705000,D:\thesis\images\9705000.jpg,500,438,0.219,black and white photograph,False,1,203647,1861,painting,"Spoel, Jacob"
37649,9705005,D:\thesis\images\9705005.jpg,500,438,0.219,black and white photograph,False,1,107524,1830,print,"Schreiner, Johann Georg"
37652,9705008,D:\thesis\images\9705008.jpg,500,438,0.219,black and white photograph,False,1,119862,1853,painting,"Schouman, Izaak"
37653,9705009,D:\thesis\images\9705009.jpg,500,438,0.219,black and white photograph,False,1,143697,1853,painting,"Schouman, Izaak"
37656,9636566,D:\thesis\images\9636566.jpg,500,438,0.219,black and white photograph,False,1,137454,1914,painting,"Bueninck, Bernardus"
37659,9636569,D:\thesis\images\9636569.jpg,389,500,0.195,black and white photograph,False,1,101399,1600,painting,Anoniem
37660,9636570,D:\thesis\images\9636570.jpg,1537,2115,3.251,black and white photograph,False,1,101399,1702,painting,"Mij, Hieronymus van der"
37667,10305085,D:\thesis\images\10305085.jpg,3512,2698,9.475,digital image,True,1,118892,1612,painting,Anoniem
37671,10745367,D:\thesis\images\10745367.jpg,2002,2439,4.883,black and white photograph,False,1,122139,1815,painting,"Lelie, Adriaan de"
37729,9705018,D:\thesis\images\9705018.jpg,500,438,0.219,black and white photograph,False,1,119248,1838,painting,"Scheffer, Ary"
37766,10684008,D:\thesis\images\10684008.jpg,572,702,0.402,digital file,True,1,117965,1649,painting,"Egmont, Justus van"
37768,9705034,D:\thesis\images\9705034.jpg,500,438,0.219,black and white photograph,False,1,134278,1834,painting,"Schendel, Petrus van"
37769,9705035,D:\thesis\images\9705035.jpg,500,438,0.219,black and white photograph,False,1,134275,1834,painting,"Schendel, Petrus van"
37771,9705036,D:\thesis\images\9705036.jpg,500,438,0.219,black and white photograph,False,1,134279,1833,painting,"Schendel, Petrus van"
37840,10745364,D:\thesis\images\10745364.jpg,1878,2441,4.584,black and white photograph,False,1,100189,1719,painting,"Terwesten, Mattheus"
37888,9725113,D:\thesis\images\9725113.jpg,500,438,0.219,black and white photograph,False,1,106535,1853,painting,"Pieneman, Nicolaas (1809-1860)"
37891,9725115,D:\thesis\images\9725115.jpg,500,438,0.219,black and white photograph,False,1,122031,1854,painting,"Wijngaerdt, Petrus Theodorus van"
37892,10305082,D:\thesis\images\10305082.jpg,3287,3966,13.036,digital image,True,1,119035,1600,painting,Anoniem
37923,10724937,D:\thesis\images\10724937.jpg,1847,2472,4.566,black and white photograph,False,1,113516,1629,painting,Rembrandt
37961,9636682,D:\thesis\images\9636682.jpg,500,438,0.219,black and white photograph,False,1,142547,1625,painting,"Geest, Wybrand de (I)"
37963,10418181,D:\thesis\images\10418181.jpg,3474,4589,15.942,digital image,True,1,113516,1657,painting,Rembrandt
37964,9681528,D:\thesis\images\9681528.jpg,500,438,0.219,black and white photograph,False,1,113516,1655,painting,Rembrandt
37968,9636684,D:\thesis\images\9636684.jpg,500,438,0.219,black and white photograph,False,1,101671,1628,painting,"Pickenoy, Nicolaes Eliasz."
37969,9636686,D:\thesis\images\9636686.jpg,410,500,0.205,black and white photograph,False,1,110687,1850,painting,"Mierevelt, Michiel van"
37971,9636699,D:\thesis\images\9636699.jpg,3125,2554,7.981,black and white photograph,False,1,119123,1618,painting,Anoniem
37973,9657245,D:\thesis\images\9657245.jpg,500,438,0.219,brown photograph,False,1,111637,1500,painting,Meester van Alkmaar
37974,9657246,D:\thesis\images\9657246.jpg,500,438,0.219,brown photograph,False,1,113602,1500,painting,Meester van Alkmaar
38006,10769993,D:\thesis\images\10769993.jpg,500,438,0.219,black and white photograph,False,1,112314,1629,painting,"Pickenoy, Nicolaes Eliasz."
38045,9636689,D:\thesis\images\9636689.jpg,500,438,0.219,black and white photograph,False,1,142398,1600,painting,"Mierevelt, Michiel van"
38048,11015704,D:\thesis\images\11015704.jpg,4196,5054,21.207,BD/Digital Collection,False,1,207920,1651,drawing (visual work),"Vaillant, Wallerant"
38069,9636697,D:\thesis\images\9636697.jpg,500,438,0.219,black and white photograph,False,1,201819,1627,painting,Anoniem
38070,9636698,D:\thesis\images\9636698.jpg,500,438,0.219,black and white photograph,False,1,101999,1619,painting,Anoniem
38085,9725125,D:\thesis\images\9725125.jpg,500,438,0.219,black and white photograph,False,1,110786,1795,painting,"Wonder, Pieter Christoffel"
38088,9635329,D:\thesis\images\9635329.jpg,500,438,0.219,black and white photograph,False,1,135560,1657,painting,Rembrandt
38131,9725140,D:\thesis\images\9725140.jpg,640,560,0.358,black and white photograph,False,1,135597,1820,painting,"Turken, Henricus"
38132,10402783,D:\thesis\images\10402783.jpg,3135,3789,11.879,digital file,True,1,109616,1654,painting,Rembrandt
38182,10725241,D:\thesis\images\10725241.jpg,5784,7255,41.963,photograph,False,1,119614,1614,painting,"Ravesteyn, Jan van"
38186,9636760,D:\thesis\images\9636760.jpg,500,438,0.219,black and white photograph,False,1,102120,1612,painting,Anoniem
38187,9636759,D:\thesis\images\9636759.jpg,500,438,0.219,black and white photograph,False,1,102120,1623,painting,Anoniem
38190,9190834,D:\thesis\images\9190834.jpg,401,500,0.201,digital image,True,1,140733,1610,painting,Geldorp Gortzius
38193,9636764,D:\thesis\images\9636764.jpg,399,501,0.2,black and white photograph,False,1,140739,1610,painting,Geldorp Gortzius
38202,10732026,D:\thesis\images\10732026.jpg,2003,2670,5.348,photograph,False,1,118959,1618,painting,Anoniem
38210,9636767,D:\thesis\images\9636767.jpg,500,438,0.219,black and white photograph,False,1,110847,1607,painting,Anoniem
38215,9636768,D:\thesis\images\9636768.jpg,500,438,0.219,black and white photograph,False,1,142382,1600,painting,"Ravesteyn, Jan van"
38221,10717409,D:\thesis\images\10717409.jpg,2700,3706,10.006,digital image,True,1,110887,1610,painting,"Moreelse, Paulus"
38237,9725145,D:\thesis\images\9725145.jpg,500,438,0.219,black and white photograph,False,1,119022,1856,painting,"Schwartze, Johann Georg"
38260,9725149,D:\thesis\images\9725149.jpg,500,438,0.219,black and white photograph,False,1,120145,1858,painting,"Spoel, Jacob"
38275,9725155,D:\thesis\images\9725155.jpg,403,500,0.202,black and white photograph,False,1,12743,1838,painting,"Saleh, Raden Sarief Bastaman"
38331,9636771,D:\thesis\images\9636771.jpg,500,438,0.219,black and white photograph,False,1,134472,1610,painting,"Moreelse, Paulus"
38333,9636772,D:\thesis\images\9636772.jpg,500,438,0.219,black and white photograph,False,1,119612,1609,painting,"Ravesteyn, Jan van"
38343,9636773,D:\thesis\images\9636773.jpg,500,438,0.219,black and white photograph,False,1,111308,1600,painting,"Vries, Abraham de"
38365,9725158,D:\thesis\images\9725158.jpg,500,438,0.219,black and white photograph,False,1,204857,1860,painting,"Sangster, Hendrik Alexander"
38394,9635964,D:\thesis\images\9635964.jpg,500,438,0.219,black and white photograph,False,1,102543,1851,painting,"Kruseman, Jan Adam"
38403,9636776,D:\thesis\images\9636776.jpg,500,438,0.219,black and white photograph,False,1,119650,1620,painting,Anoniem
38408,9636778,D:\thesis\images\9636778.jpg,500,438,0.219,black and white photograph,False,1,117511,1600,painting,Anoniem
38409,9636779,D:\thesis\images\9636779.jpg,500,438,0.219,black and white photograph,False,1,207921,1608,painting,Meester van het Portret van Adie Lambertsz.
38418,9636783,D:\thesis\images\9636783.jpg,500,438,0.219,black and white photograph,False,1,102566,1612,painting,Anoniem
38427,9393592,D:\thesis\images\9393592.jpg,500,438,0.219,black and white photograph,False,1,112341,1825,painting,"Garnier, Narcisse"
38429,9636785,D:\thesis\images\9636785.jpg,500,438,0.219,black and white photograph,False,1,119647,1607,painting,Anoniem
38437,9636786,D:\thesis\images\9636786.jpg,500,438,0.219,black and white photograph,False,1,140278,1620,painting,Anoniem
38439,9636806,D:\thesis\images\9636806.jpg,411,500,0.205,black and white photograph,False,1,142383,1600,painting,"Ravesteyn, Jan van"
38447,9636789,D:\thesis\images\9636789.jpg,500,438,0.219,black and white photograph,False,1,143618,1622,painting,"Voort, Cornelis van der"
38448,9636790,D:\thesis\images\9636790.jpg,500,438,0.219,black and white photograph,False,1,143619,1622,painting,"Voort, Cornelis van der"
38451,9636792,D:\thesis\images\9636792.jpg,500,438,0.219,black and white photograph,False,1,121206,1617,painting,"Mesdach, Salomon"
38458,9636809,D:\thesis\images\9636809.jpg,500,438,0.219,black and white photograph,False,1,116975,1750,painting,Anoniem
38488,9636797,D:\thesis\images\9636797.jpg,500,438,0.219,black and white photograph,False,1,111857,1622,painting,Anoniem
38497,9636802,D:\thesis\images\9636802.jpg,500,438,0.219,black and white photograph,False,1,111898,1605,painting,Anoniem
38498,9636803,D:\thesis\images\9636803.jpg,500,438,0.219,black and white photograph,False,1,112169,1605,painting,Anoniem
38499,10721719,D:\thesis\images\10721719.jpg,5144,6127,31.517,black and white photograph,False,1,117608,1624,painting,"Moreelse, Paulus"
38501,9636805,D:\thesis\images\9636805.jpg,500,438,0.219,black and white photograph,False,1,120136,1606,painting,Anoniem
38505,10725353,D:\thesis\images\10725353.jpg,4902,6213,30.456,photograph,False,1,121885,1621,painting,Anoniem
38510,10721970,D:\thesis\images\10721970.jpg,1412,1868,2.638,black and white photograph,False,1,118029,1819,painting,"Pieneman, Jan Willem"
38513,9332693,D:\thesis\images\9332693.jpg,1025,1457,1.493,black and white photograph,False,1,107479,1948,painting,"Rol, Henricus"
38514,10725354,D:\thesis\images\10725354.jpg,7265,9295,67.528,photograph,False,1,121882,1621,painting,Anoniem
38515,10725260,D:\thesis\images\10725260.jpg,1274,1640,2.089,photograph,False,1,104323,1700,painting,Anoniem
38518,9636832,D:\thesis\images\9636832.jpg,500,438,0.219,black and white photograph,False,1,104323,1700,painting,Anoniem
38519,10732033,D:\thesis\images\10732033.jpg,6155,8665,53.333,photograph,False,1,119013,1613,painting,Anoniem
38522,9636829,D:\thesis\images\9636829.jpg,361,500,0.18,black and white photograph,False,1,203627,1600,painting,Anoniem
38523,10732024,D:\thesis\images\10732024.jpg,1977,2622,5.184,photograph,False,1,118960,1617,painting,Anoniem
38535,10732023,D:\thesis\images\10732023.jpg,1935,2610,5.05,photograph,False,1,118961,1616,painting,Anoniem
38536,9636826,D:\thesis\images\9636826.jpg,407,500,0.203,black and white photograph,False,1,203644,1700,portrait miniature,"Halen, Arnoud van"
38538,9636824,D:\thesis\images\9636824.jpg,500,438,0.219,black and white photograph,False,1,119570,1603,painting,"Fries-Groningse meester, De"
38540,9636839,D:\thesis\images\9636839.jpg,500,438,0.219,black and white photograph,False,1,121230,1620,painting,"Mesdach, Salomon"
38547,9636823,D:\thesis\images\9636823.jpg,500,438,0.219,black and white photograph,False,1,207922,1618,painting,Anoniem
38554,9636819,D:\thesis\images\9636819.jpg,1527,2056,3.14,black and white photograph,False,1,133900,1607,painting,"Mierevelt, Michiel van"
38555,9636818,D:\thesis\images\9636818.jpg,500,438,0.219,black and white photograph,False,1,119571,1623,painting,Anoniem
38562,9636875,D:\thesis\images\9636875.jpg,500,438,0.219,black and white photograph,False,1,119680,1918,painting,"Alandt, Max Alexander"
38570,9636870,D:\thesis\images\9636870.jpg,500,438,0.219,black and white photograph,False,1,119753,1618,painting,Anoniem
38574,10723809,D:\thesis\images\10723809.jpg,6664,8516,56.751,photograph,False,1,116835,1611,painting,"Grebber, Frans Pietersz. de"
38586,9636867,D:\thesis\images\9636867.jpg,500,438,0.219,black and white photograph,False,1,207923,1623,painting,Anoniem
38593,10721823,D:\thesis\images\10721823.jpg,1451,1776,2.577,black and white photograph,False,1,119039,1603,painting,Anoniem
38601,9636860,D:\thesis\images\9636860.jpg,500,438,0.219,black and white photograph,False,1,119653,1611,painting,Anoniem
38602,10732388,D:\thesis\images\10732388.jpg,1939,2462,4.774,photograph,False,1,112393,1650,painting,Anoniem
38686,9636858,D:\thesis\images\9636858.jpg,500,438,0.219,black and white photograph,False,1,142393,1620,painting,"Ravesteyn, Jan van"
38687,9636856,D:\thesis\images\9636856.jpg,500,438,0.219,black and white photograph,False,1,121314,1612,painting,"Ravesteyn, Jan van"
38689,9636855,D:\thesis\images\9636855.jpg,500,438,0.219,black and white photograph,False,1,105371,1619,painting,Anoniem
38699,9637018,D:\thesis\images\9637018.jpg,500,438,0.219,black and white photograph,False,1,112637,1618,painting,Anoniem
38711,9637021,D:\thesis\images\9637021.jpg,500,438,0.219,black and white photograph,False,1,142375,1600,painting,"Ravesteyn, Jan van"
38712,9637015,D:\thesis\images\9637015.jpg,500,438,0.219,black and white photograph,False,1,103200,1607,painting,Anoniem
38713,9637014,D:\thesis\images\9637014.jpg,500,438,0.219,black and white photograph,False,1,112451,1607,painting,Anoniem
38714,9335574,D:\thesis\images\9335574.jpg,2183,2836,6.191,black and white photograph,False,1,118962,1605,painting,Anoniem
38715,10732037,D:\thesis\images\10732037.jpg,1806,2305,4.163,black and white photograph,False,1,120181,1621,painting,Anoniem
38716,10732011,D:\thesis\images\10732011.jpg,5048,6371,32.161,photograph,False,1,207780,1621,painting,Anoniem
38717,10732012,D:\thesis\images\10732012.jpg,1676,2215,3.712,photograph,False,1,105919,1621,painting,"Wedig, Gotthardt de"
38718,10732013,D:\thesis\images\10732013.jpg,4959,6437,31.921,photograph,False,1,104101,1616,painting,Anoniem
38719,10732035,D:\thesis\images\10732035.jpg,1987,2697,5.359,black and white photograph,False,1,118963,1617,painting,Anoniem
38720,10732034,D:\thesis\images\10732034.jpg,2316,3143,7.279,black and white photograph,False,1,105924,1617,painting,Anoniem
38723,10676027,D:\thesis\images\10676027.jpg,416,500,0.208,digital image,True,1,134700,1600,painting,Anoniem
38724,10676028,D:\thesis\images\10676028.jpg,412,500,0.206,digital image,True,1,134701,1600,painting,Anoniem
38725,9637000,D:\thesis\images\9637000.jpg,500,438,0.219,black and white photograph,False,1,121997,1600,painting,Anoniem
38727,9636999,D:\thesis\images\9636999.jpg,500,438,0.219,black and white photograph,False,1,119153,1620,painting,Anoniem
38728,9636998,D:\thesis\images\9636998.jpg,500,438,0.219,black and white photograph,False,1,119152,1620,painting,Anoniem
38769,9636931,D:\thesis\images\9636931.jpg,500,438,0.219,black and white photograph,False,1,133564,1500,painting,Anoniem
38773,9636930,D:\thesis\images\9636930.jpg,500,438,0.219,black and white photograph,False,1,133564,1638,painting,"Muiltjes, Adriaen"
38778,9636929,D:\thesis\images\9636929.jpg,500,438,0.219,black and white photograph,False,1,133565,1638,painting,"Muiltjes, Adriaen"
38791,9637052,D:\thesis\images\9637052.jpg,500,438,0.219,black and white photograph,False,1,111591,1604,painting,"Claesz, Jan (I)"
38793,9186220,D:\thesis\images\9186220.jpg,2118,2806,5.943,black and white photograph,False,1,144822,1612,painting,Anoniem
38794,9186219,D:\thesis\images\9186219.jpg,2140,3078,6.587,black and white photograph,False,1,144822,1627,painting,"Jode, Pieter de (I)"
38797,9636933,D:\thesis\images\9636933.jpg,500,438,0.219,black and white photograph,False,1,201991,1526,painting,Anoniem
38800,9636934,D:\thesis\images\9636934.jpg,500,438,0.219,black and white photograph,False,1,201993,1526,painting,Anoniem
38804,9637055,D:\thesis\images\9637055.jpg,500,438,0.219,black and white photograph,False,1,116981,1600,painting,"Moreelse, Paulus"
38805,9637056,D:\thesis\images\9637056.jpg,500,438,0.219,black and white photograph,False,1,116976,1600,painting,Anoniem
38807,9637057,D:\thesis\images\9637057.jpg,500,438,0.219,black and white photograph,False,1,116979,1600,painting,Anoniem
38890,9637058,D:\thesis\images\9637058.jpg,500,438,0.219,black and white photograph,False,1,117494,1610,painting,"Loncke, Jacob Lambrechtsz."
38891,9637062,D:\thesis\images\9637062.jpg,1968,2328,4.582,black and white photograph,False,1,138631,1620,painting,"Voort, Cornelis van der"
38892,10684793,D:\thesis\images\10684793.jpg,445,500,0.223,digital image,True,1,138537,1623,painting,"Mierevelt, Michiel van"
38896,9637065,D:\thesis\images\9637065.jpg,500,438,0.219,black and white photograph,False,1,207796,1612,painting,"Mierevelt, Michiel van"
38901,9637066,D:\thesis\images\9637066.jpg,399,500,0.2,black and white photograph,False,1,204232,1616,painting,Anoniem
38911,10736245,D:\thesis\images\10736245.jpg,1338,1912,2.558,photograph,False,1,106708,1613,painting,Anoniem
38912,10720966,D:\thesis\images\10720966.jpg,467,501,0.234,black and white photograph,False,1,119018,1600,painting,Anoniem
38914,9637070,D:\thesis\images\9637070.jpg,640,560,0.358,black and white photograph,False,1,106781,1600,painting,Anoniem
38921,9637076,D:\thesis\images\9637076.jpg,500,438,0.219,black and white photograph,False,1,206329,1612,painting,"Vinck, Abraham"
38922,9637074,D:\thesis\images\9637074.jpg,500,438,0.219,black and white photograph,False,1,206329,1612,painting,"Vinck, Abraham"
38923,9637072,D:\thesis\images\9637072.jpg,500,438,0.219,black and white photograph,False,1,206329,1740,painting,"Quinkhard, Jan Maurits"
38925,9657078,D:\thesis\images\9657078.jpg,500,438,0.219,black and white photograph,False,1,106901,1600,painting,Anoniem
38927,10723658,D:\thesis\images\10723658.jpg,6894,8816,60.778,black and white photograph,False,1,120107,1620,painting,"Mierevelt, Michiel van"
38928,10723659,D:\thesis\images\10723659.jpg,5414,7456,40.367,black and white photograph,False,1,102950,1620,painting,"Mierevelt, Michiel van"
38999,9657127,D:\thesis\images\9657127.jpg,500,438,0.219,black and white photograph,False,1,110776,1566,painting,Anoniem
39078,9657085,D:\thesis\images\9657085.jpg,500,438,0.219,black and white photograph,False,1,103416,1600,painting,"Ravesteyn, Jan van"
39098,9657207,D:\thesis\images\9657207.jpg,500,438,0.219,black and white photograph,False,1,111659,1613,painting,Anoniem
39101,9657209,D:\thesis\images\9657209.jpg,500,438,0.219,black and white photograph,False,1,206222,1600,painting,Anoniem
39110,9657215,D:\thesis\images\9657215.jpg,376,500,0.188,black and white photograph,False,1,204333,1610,painting,Anoniem
39111,9657216,D:\thesis\images\9657216.jpg,500,438,0.219,black and white photograph,False,1,119293,1609,painting,Anoniem
39121,9657224,D:\thesis\images\9657224.jpg,500,438,0.219,black and white photograph,False,1,120425,1600,painting,Anoniem
39128,10058014,D:\thesis\images\10058014.jpg,483,500,0.241,color photograph,True,1,140746,1601,painting,"Clercq, Hans Hansz. de"
39129,10058013,D:\thesis\images\10058013.jpg,471,500,0.235,color photograph,True,1,140748,1604,painting,"Clercq, Hans Hansz. de"
39132,9335555,D:\thesis\images\9335555.jpg,428,500,0.214,black and white photograph,False,1,103922,1607,painting,Anoniem
39133,9335556,D:\thesis\images\9335556.jpg,408,500,0.204,black and white photograph,False,1,109913,1609,painting,Anoniem
39135,9335557,D:\thesis\images\9335557.jpg,408,500,0.204,black and white photograph,False,1,118766,1609,painting,Anoniem
39141,9657234,D:\thesis\images\9657234.jpg,500,438,0.219,black and white photograph,False,1,202451,1615,painting,"Engelsz., Cornelis"
39142,9657235,D:\thesis\images\9657235.jpg,500,438,0.219,black and white photograph,False,1,202449,1615,painting,"Engelsz., Cornelis"
39143,9657236,D:\thesis\images\9657236.jpg,500,438,0.219,black and white photograph,False,1,202450,1620,painting,"Engelsz., Cornelis"
39149,9748651,D:\thesis\images\9748651.jpg,500,438,0.219,black and white photograph,False,1,115723,1619,painting,Anoniem
39182,9657238,D:\thesis\images\9657238.jpg,1495,2092,3.128,black and white photograph,False,1,107771,1618,painting,"Mierevelt, Michiel van"
39183,9657239,D:\thesis\images\9657239.jpg,357,500,0.178,black and white photograph,False,1,107771,1614,painting,"Mierevelt, Michiel van"
39184,9657240,D:\thesis\images\9657240.jpg,500,438,0.219,black and white photograph,False,1,107771,1617,painting,"Mierevelt, Michiel van"
39185,9657241,D:\thesis\images\9657241.jpg,382,500,0.191,black and white photograph,False,1,107771,1614,painting,"Mierevelt, Michiel van"
39186,9657243,D:\thesis\images\9657243.jpg,500,438,0.219,black and white photograph,False,1,107771,1663,painting,"Saftleven, Cornelis"
39188,9726141,D:\thesis\images\9726141.jpg,403,500,0.202,black and white photograph,False,1,140741,1608,painting,Geldorp Gortzius
39194,10731424,D:\thesis\images\10731424.jpg,4844,5817,28.178,photograph,False,1,119661,1608,painting,Anoniem
39200,10288771,D:\thesis\images\10288771.jpg,5181,5906,30.599,black and white photograph,False,1,111240,1600,painting,Anoniem
39202,10723291,D:\thesis\images\10723291.jpg,3004,3591,10.787,BD/RKD/1810 - IB/XVIAB,False,1,121110,1500,painting,Anoniem
39205,10723245,D:\thesis\images\10723245.jpg,2994,3760,11.257,photograph,False,1,108407,1606,painting,Anoniem
39209,10723274,D:\thesis\images\10723274.jpg,2732,3072,8.393,BD/RKD/1810 - IB/XVIAB,False,1,121101,1500,painting,Anoniem
39210,10723275,D:\thesis\images\10723275.jpg,2697,3069,8.277,BD/RKD/1810 - IB/XVIAB,False,1,121099,1500,painting,Anoniem
39218,10723337,D:\thesis\images\10723337.jpg,5415,6246,33.822,black and white photograph,False,1,110753,1500,painting,Anoniem
39272,10720477,D:\thesis\images\10720477.jpg,1909,2327,4.442,reproduction (derivative object),False,1,142678,1605,painting,Anoniem
39296,9726097,D:\thesis\images\9726097.jpg,500,438,0.219,black and white photograph,False,1,116974,1608,painting,"Moreelse, Paulus"
39302,9726100,D:\thesis\images\9726100.jpg,500,438,0.219,black and white photograph,False,1,108635,1600,painting,Anoniem
39303,9726101,D:\thesis\images\9726101.jpg,500,438,0.219,black and white photograph,False,1,108683,1600,painting,Anoniem
39304,9726102,D:\thesis\images\9726102.jpg,500,438,0.219,black and white photograph,False,1,109017,1623,painting,Anoniem
39306,10637040,D:\thesis\images\10637040.jpg,431,500,0.215,digital image,True,1,204573,1700,painting,"Halen, Arnoud van"
39316,9726110,D:\thesis\images\9726110.jpg,1585,2166,3.433,black and white photograph,False,1,118369,1600,painting,"Mierevelt, Michiel van"
39317,9948795,D:\thesis\images\9948795.jpg,500,438,0.219,black and white photograph,False,1,201712,1618,painting,"Mierevelt, Michiel van"
39318,10684796,D:\thesis\images\10684796.jpg,419,501,0.21,digital image,True,1,201713,1616,painting,"Mierevelt, Michiel van"
39325,9726093,D:\thesis\images\9726093.jpg,1447,1717,2.484,black and white photograph,False,1,201713,1616,painting,"Mierevelt, Michiel van"
39328,10685056,D:\thesis\images\10685056.jpg,375,500,0.188,digital image,True,1,201712,1650,painting,"Mierevelt, Michiel van"
39329,10685057,D:\thesis\images\10685057.jpg,375,500,0.188,digital image,True,1,201713,1650,painting,"Mierevelt, Michiel van"
39330,9726117,D:\thesis\images\9726117.jpg,500,438,0.219,black and white photograph,False,1,205880,1613,painting,"Ravesteyn, Jan van"
39339,9726091,D:\thesis\images\9726091.jpg,500,438,0.219,black and white photograph,False,1,114755,1620,painting,"Ravesteyn, Jan van"
39345,10732017,D:\thesis\images\10732017.jpg,1876,2520,4.728,photograph,False,1,118964,1614,painting,Anoniem
39347,9726089,D:\thesis\images\9726089.jpg,500,438,0.219,black and white photograph,False,1,108981,1615,painting,"Voort, Cornelis van der"
39348,9202789,D:\thesis\images\9202789.jpg,3652,4819,17.599,black and white photograph,False,1,104468,1615,painting,"Voort, Cornelis van der"
39366,10729167,D:\thesis\images\10729167.jpg,1848,2197,4.06,photograph,False,1,134878,1600,painting,Anoniem
39378,9726125,D:\thesis\images\9726125.jpg,500,438,0.219,black and white photograph,False,1,207816,1650,painting,Anoniem
39387,10726037,D:\thesis\images\10726037.jpg,5880,7840,46.099,black and white photograph,False,1,109011,1607,painting,"Woudt, Jan Cornelisz. van 't"
39388,10731821,D:\thesis\images\10731821.jpg,1341,1811,2.429,black and white photograph,False,1,119038,1603,painting,Anoniem
39391,10731822,D:\thesis\images\10731822.jpg,1344,1802,2.422,black and white photograph,False,1,119039,1603,painting,Anoniem
39392,9726126,D:\thesis\images\9726126.jpg,500,438,0.219,black and white photograph,False,1,101961,1600,painting,Anoniem
39438,10731823,D:\thesis\images\10731823.jpg,1278,1797,2.297,photograph,False,1,119036,1615,painting,Anoniem
39439,9726075,D:\thesis\images\9726075.jpg,500,438,0.219,black and white photograph,False,1,119955,1618,painting,"Ravesteyn, Jan van"
39441,9726073,D:\thesis\images\9726073.jpg,500,438,0.219,black and white photograph,False,1,119955,1600,painting,"Mierevelt, Michiel van"
39442,9334938,D:\thesis\images\9334938.jpg,411,500,0.205,black and white photograph,False,1,204611,1700,painting,"Halen, Arnoud van"
39443,10729279,D:\thesis\images\10729279.jpg,2848,3661,10.427,black and white photograph,False,1,144460,1744,painting,"Mij, Hieronymus van der"
39444,9726069,D:\thesis\images\9726069.jpg,378,501,0.189,black and white photograph,False,1,207790,1600,painting,Anoniem
39464,9726663,D:\thesis\images\9726663.jpg,500,438,0.219,black and white photograph,False,1,202587,1605,painting,Anoniem
39466,10724647,D:\thesis\images\10724647.jpg,363,500,0.181,black and white photograph,False,1,116522,1619,painting,Anoniem
39467,9726660,D:\thesis\images\9726660.jpg,500,438,0.219,black and white photograph,False,1,116910,1604,painting,Anoniem
39470,9327074,D:\thesis\images\9327074.jpg,500,438,0.219,black and white photograph,False,1,109480,1612,painting,Anoniem
39491,10634955,D:\thesis\images\10634955.jpg,500,498,0.249,BD/Digital Collection,False,1,133900,1607,painting,"Mierevelt, Michiel van"
39497,10721800,D:\thesis\images\10721800.jpg,1234,1683,2.077,photograph,False,1,118331,1615,painting,Anoniem
39506,10721801,D:\thesis\images\10721801.jpg,1304,1764,2.3,photograph,False,1,118332,1615,painting,Anoniem
39514,9726651,D:\thesis\images\9726651.jpg,500,438,0.219,black and white photograph,False,1,201223,1700,painting,"Halen, Arnoud van"
39515,9726650,D:\thesis\images\9726650.jpg,500,438,0.219,black and white photograph,False,1,139678,1606,painting,"Linde, Adriaen van der"
39517,9726647,D:\thesis\images\9726647.jpg,500,438,0.219,black and white photograph,False,1,109911,1609,painting,Anoniem
39518,10722039,D:\thesis\images\10722039.jpg,2433,3343,8.134,photograph,False,1,101961,1502,painting,"Swanenburg, Isaac Claesz. van"
39519,9726646,D:\thesis\images\9726646.jpg,500,438,0.219,black and white photograph,False,1,136065,1606,painting,"Sweelink, Gerrit Pietersz."
39528,10727370,D:\thesis\images\10727370.jpg,1389,1987,2.76,photograph,False,1,109985,1600,painting,Anoniem
